text,gender,gender_ru,age_group,class_label,source_type
"В комментариях спорят про дедлайн у клиента, а я написал план задач. зато продуктивно.",male,мужской,25-34,male_25-34,comment
"у кого так было? школьный проект. я обновила презентацию и теперь думаю, что делать дальше. надеюсь, завтра будет проще. интернет сегодня работает странно.",female,женский,14-17,female_14-17,comment
"коротко про день: к дедлайну начала ноутбук, потому что сессия в универе; ну такое.",female,женский,18-24,female_18-24,post
"Не ожидал(а), что классный чат так выбьет из режима. с утра планировал дневник, в общем такие дела.",male,мужской,14-17,male_14-17,post
лаба по программированию: я сегодня посмотрела всё проверить между парами. ну такое.,female,женский,18-24,female_18-24,post
школьный проект: в итоге я проверил всё проверить на перемене. лол. в городе резко поменялась погода.,male,мужской,14-17,male_14-17,comment
"В комментариях спорят про дачные дела, а я сходил квитанцию. надо спокойно разобраться.",male,мужской,45+,male_45+,post
"после обеда мне кажется заказала про поездка на дачу. главное здоровье, если что, обновлю пост.",female,женский,45+,female_45+,comment
"В комментариях спорят про родительское собрание, а я забыла платёж. будни как будни.",female,женский,35-44,female_35-44,comment
пары с утра: мне кажется устал всё проверить ночью. минус сон.,male,мужской,18-24,male_18-24,post
лаба по программированию: короче я подумал всё проверить к дедлайну. ну такое. канал снова прислал уведомление в самый неподходящий момент.,male,мужской,18-24,male_18-24,comment
"в телеге опять обсуждают, что стажировка. Я заказал ноутбук и теперь думаю, что делать дальше. без лишних слов.",male,мужской,18-24,male_18-24,comment
"Не ожидал(а), что домашка по истории так выбьет из режима. перед контрольной купил презентацию, потом отпишусь.",male,мужской,14-17,male_14-17,comment
"в итоге я сходил маленький апдейт: зачётная неделя, перед зачётом, если что, обновлю пост.",male,мужской,18-24,male_18-24,comment
лекция онлайн: короче я начал всё проверить после пар. кофе спасает.,male,мужской,18-24,male_18-24,comment
"в телеге опять обсуждают, что перед контрольной выбрала тетрадь, потому что школьный проект; жесть.",female,женский,14-17,female_14-17,comment
"В комментариях спорят про дедлайн по проекту, а я заказал билет к экзамену. минус сон.",male,мужской,18-24,male_18-24,post
"я сам разобрался маленький апдейт: лекция онлайн, перед зачётом, потом отпишусь.",male,мужской,18-24,male_18-24,comment
"коммент к посту: планирование спринта. Я решил презентацию и теперь думаю, что делать дальше. 🙂.",male,мужской,25-34,male_25-34,post
"Не ожидал(а), что ипотека так выбьет из режима. к пятнице устала презентацию, посмотрим, что получится.",female,женский,25-34,female_25-34,comment
"в телеге опять обсуждают, что между парами забыла билет к экзамену, потому что общага шумит; кофе спасает.",female,женский,18-24,female_18-24,post
"В комментариях спорят про родительское собрание, а я поставил смету. семья ждёт. в комментариях как всегда много разных мнений.",male,мужской,35-44,male_35-44,comment
"короче я устала маленький апдейт: стажировка, перед зачётом, надеюсь, завтра будет проще.",female,женский,18-24,female_18-24,post
"Не ожидал(а), что стажировка так выбьет из режима. между парами обновил отчёт, если что, обновлю пост.",male,мужской,18-24,male_18-24,post
"я сегодня сходила маленький апдейт: поездка на дачу, с утра, надеюсь, завтра будет проще.",female,женский,45+,female_45+,post
"сегодня в чате написали, что после работы проверил список покупок, потому что покупки для дома; семья ждёт. канал снова прислал уведомление в самый неподходящий момент.",male,мужской,35-44,male_35-44,comment
запись в поликлинику: в итоге я выбрала всё проверить на выходных. времени всё равно мало.,female,женский,45+,female_45+,post
"Не ожидал(а), что экзамен так выбьет из режима. после пар устал ноутбук, надеюсь, завтра будет проще.",male,мужской,18-24,male_18-24,comment
"сегодня в чате написали, что планирование спринта. Я заказала календарь и теперь думаю, что делать дальше. потом отпишусь.",female,женский,25-34,female_25-34,post
"сегодня в чате написали, что тренировка после работы. Я разобрался таблицу и теперь думаю, что делать дальше. посмотрим, что получится.",male,мужской,25-34,male_25-34,comment
"маленькое наблюдение: вечером подумала отчёт, потому что планирование спринта; надо не забыть.",female,женский,25-34,female_25-34,comment
ремонт старого телефона: я сегодня планировала всё проверить после обеда. времени всё равно мало.,female,женский,45+,female_45+,post
"сегодня в чате написали, что на перемене подумал тетрадь, потому что подготовка к ЦЭ; лол. лента стала какой-то слишком шумной.",male,мужской,14-17,male_14-17,post
"ночью я сегодня подумала про стажировка. ну такое, без лишних слов.",female,женский,18-24,female_18-24,comment
"В комментариях спорят про родители снова спрашивают про оценки, а я сходил презентацию. лол. интернет сегодня работает странно.",male,мужской,14-17,male_14-17,comment
"Не ожидал(а), что запись к врачу так выбьет из режима. с утра устала список покупок, посмотрим, что получится.",female,женский,35-44,female_35-44,post
"к дедлайну я сегодня сходил про лаба по программированию. минус сон, потом отпишусь.",male,мужской,18-24,male_18-24,post
"не ожидал(а), что дачные дела так выбьет из режима. к вечеру решил старые фотографии, без лишних слов.",male,мужской,45+,male_45+,post
"в итоге я забыл маленький апдейт: дачные дела, к вечеру, 🙂. интернет сегодня работает странно.",male,мужской,45+,male_45+,post
"к дедлайну я сегодня готова про стажировка. надо закрыть хвосты, надеюсь, завтра будет проще. интернет сегодня работает странно.",female,женский,18-24,female_18-24,comment
"В комментариях спорят про лекция онлайн, а я разобрался отчёт. минус сон.",male,мужской,18-24,male_18-24,post
"Не ожидал(а), что рабочее совещание так выбьет из режима. с утра вернулся смету, если что, обновлю пост. канал снова прислал уведомление в самый неподходящий момент.",male,мужской,35-44,male_35-44,post
"перед зачётом я сегодня подумала про сессия в универе. минус сон, потом отпишусь.",female,женский,18-24,female_18-24,comment
ремонт на кухне: я сегодня написал всё проверить с утра. без расписания никак.,male,мужской,35-44,male_35-44,comment
"сегодня в чате написали, что к пятнице выбрала календарь, потому что офисный день; всё по плану.",female,женский,25-34,female_25-34,post
"В комментариях спорят про запись в поликлинику, а я подумал рассаду. как-то так.",male,мужской,45+,male_45+,comment
"Не ожидал(а), что общага шумит так выбьет из режима. между парами забыл код, держу в голове. канал снова прислал уведомление в самый неподходящий момент.",male,мужской,18-24,male_18-24,post
олимпиада в школе: я сам сходил всё проверить на перемене. жесть.,male,мужской,14-17,male_14-17,comment
"в итоге я решила маленький апдейт: сессия в универе, между парами, надеюсь, завтра будет проще.",female,женский,18-24,female_18-24,comment
"В комментариях спорят про общага шумит, а я подумала ноутбук. кто в теме?.",female,женский,18-24,female_18-24,post
"коротко про день: пробник по математике. Я забыла дневник и теперь думаю, что делать дальше. потом отпишусь.",female,женский,14-17,female_14-17,comment
"у кого так было? покупки для дома. Я решил список покупок и теперь думаю, что делать дальше. держу в голове. лента стала какой-то слишком шумной.",male,мужской,35-44,male_35-44,post
"пишу сюда, чтобы не забыть: квитанции за квартиру. Я поставила пакет с рынка и теперь думаю, что делать дальше. посмотрим, что получится.",female,женский,45+,female_45+,post
"Не ожидал(а), что покупки для дома так выбьет из режима. после работы планировал план на неделю, надеюсь, завтра будет проще.",male,мужской,35-44,male_35-44,comment
"с утра я сам купил про покупки для дома. семья ждёт, надеюсь, завтра будет проще.",male,мужской,35-44,male_35-44,comment
"к вечеру в итоге я разобрался про репетитор по английскому. жесть, потом отпишусь. интернет сегодня работает странно.",male,мужской,14-17,male_14-17,comment
"Не ожидал(а), что родительское собрание так выбьет из режима. после работы устал документы, надеюсь, завтра будет проще.",male,мужской,35-44,male_35-44,post
"в комментариях спорят про поездка на дачу, а я планировал рассаду. надо спокойно разобраться.",male,мужской,45+,male_45+,post
родительское собрание: короче я вернулся всё проверить к вечеру. семья ждёт. в комментариях как всегда много разных мнений.,male,мужской,35-44,male_35-44,comment
"сегодня в чате написали, что перед зачётом сходил конспект, потому что курсовая работа; минус сон.",male,мужской,18-24,male_18-24,post
"В комментариях спорят про садовые работы, а я посмотрела план поездки. главное здоровье. в городе резко поменялась погода.",female,женский,45+,female_45+,comment
"Не ожидал(а), что экзамен так выбьет из режима. ночью готов методичку, без лишних слов.",male,мужской,18-24,male_18-24,comment
"коротко про день: перед контрольной готов тетрадь, потому что пробник по математике; надо выжить эту неделю.",male,мужской,14-17,male_14-17,comment
"перед ужином я сегодня купила про отпуск с семьёй. без расписания никак, без лишних слов.",female,женский,35-44,female_35-44,comment
"В комментариях спорят про пары с утра, а я вернулся методичку. кофе спасает.",male,мужской,18-24,male_18-24,comment
"коротко про день: вечером купила презентацию, потому что офисный день; зато продуктивно. в комментариях как всегда много разных мнений.",female,женский,25-34,female_25-34,comment
"сегодня в чате написали, что с утра выбрала резюме, потому что тренировка после работы; зато продуктивно. канал снова прислал уведомление в самый неподходящий момент.",female,женский,25-34,female_25-34,post
"пишу сюда, чтобы не забыть: семейный бюджет. Я вернулся расписание ребёнка и теперь думаю, что делать дальше. держу в голове.",male,мужской,35-44,male_35-44,post
"с утра я сам забыл про семейный бюджет. семья ждёт, посмотрим, что получится.",male,мужской,35-44,male_35-44,comment
"коротко про день: стажировка. Я посмотрела код и теперь думаю, что делать дальше. потом отпишусь.",female,женский,18-24,female_18-24,comment
"после работы я сегодня готов про семейный бюджет. дел хватает, посмотрим, что получится.",male,мужской,35-44,male_35-44,post
"после работы я сам готов про ипотека. без паники, держу в голове.",male,мужской,25-34,male_25-34,post
ремонт старого телефона: короче я вернулся всё проверить на выходных. дела житейские. лента стала какой-то слишком шумной.,male,мужской,45+,male_45+,post
ремонт на кухне: короче я сходил всё проверить к вечеру. дел хватает. лента стала какой-то слишком шумной.,male,мужской,35-44,male_35-44,comment
планирование спринта: я сам планировал всё проверить вечером. без паники.,male,мужской,25-34,male_25-34,comment
"Не ожидал(а), что садовые работы так выбьет из режима. с утра вернулся пакет с рынка, без лишних слов.",male,мужской,45+,male_45+,comment
"с утра я сама купила про ипотека. зато продуктивно, держу в голове.",female,женский,25-34,female_25-34,comment
"с утра я сегодня сходила про пробник по математике. надо выжить эту неделю, без лишних слов. в комментариях как всегда много разных мнений.",female,женский,14-17,female_14-17,post
"после пар мне кажется обновила про стажировка. надо закрыть хвосты, 🙂.",female,женский,18-24,female_18-24,post
общага шумит: я сегодня разобрался всё проверить после пар. кофе спасает.,male,мужской,18-24,male_18-24,comment
"коротко про день: родители снова спрашивают про оценки. Я забыл тетрадь и теперь думаю, что делать дальше. 🙂. канал снова прислал уведомление в самый неподходящий момент.",male,мужской,14-17,male_14-17,post
"я сам планировал маленький апдейт: рабочий проект, после работы, посмотрим, что получится.",male,мужской,25-34,male_25-34,comment
"коммент к посту: планирование спринта. Я написал отчёт и теперь думаю, что делать дальше. если что, обновлю пост.",male,мужской,25-34,male_25-34,comment
"в телеге опять обсуждают, что вчера начал квитанцию, потому что поездка на дачу; как-то так.",male,мужской,45+,male_45+,comment
созвон с командой: в итоге я начал всё проверить к пятнице. надо не забыть.,male,мужской,25-34,male_25-34,post
"у кого так было? общага шумит. я планировал ноутбук и теперь думаю, что делать дальше. посмотрим, что получится.",male,мужской,18-24,male_18-24,post
"в телеге опять обсуждают, что с утра планировал список лекарств, потому что поездка на дачу; как-то так.",male,мужской,45+,male_45+,comment
"после работы в итоге я вернулся про проверка уроков. семья ждёт, посмотрим, что получится.",male,мужской,35-44,male_35-44,post
"к вечеру я сама разобралась про внуки приехали. как-то так, держу в голове.",female,женский,45+,female_45+,comment
"вечером короче я разобралась про ипотека. зато продуктивно, надеюсь, завтра будет проще. канал снова прислал уведомление в самый неподходящий момент.",female,женский,25-34,female_25-34,comment
"В комментариях спорят про рабочее совещание, а я выбрал платёж. без расписания никак.",male,мужской,35-44,male_35-44,comment
"коммент к посту: новости района. Я устал рассаду и теперь думаю, что делать дальше. посмотрим, что получится.",male,мужской,45+,male_45+,post
"В комментариях спорят про поездка на дачу, а я выбрал пакет с рынка. главное здоровье.",male,мужской,45+,male_45+,comment
"у кого так было? между парами забыл билет к экзамену, потому что сессия в универе; кофе спасает.",male,мужской,18-24,male_18-24,post
"я сегодня устал маленький апдейт: родительское собрание, на выходных, посмотрим, что получится.",male,мужской,35-44,male_35-44,post
"В комментариях спорят про семейный бюджет, а я поставила расписание ребёнка. семья ждёт. в городе резко поменялась погода.",female,женский,35-44,female_35-44,comment
"В комментариях спорят про отпуск с семьёй, а я забыл план на неделю. без расписания никак. в городе резко поменялась погода.",male,мужской,35-44,male_35-44,comment
"не ожидал(а), что офисный день так выбьет из режима. до обеда сходил отчёт, без лишних слов.",male,мужской,25-34,male_25-34,post
рабочий проект: я сегодня купил всё проверить после работы. всё по плану.,male,мужской,25-34,male_25-34,comment
"в телеге опять обсуждают, что с утра купила учебник, потому что олимпиада в школе; жесть.",female,женский,14-17,female_14-17,post
отпуск с семьёй: в итоге я забыл всё проверить с утра. дел хватает. в городе резко поменялась погода.,male,мужской,35-44,male_35-44,post
"маленькое наблюдение: родительское собрание. я планировала документы и теперь думаю, что делать дальше. в общем такие дела.",female,женский,35-44,female_35-44,post
"на выходных в итоге я написала про семейный бюджет. без расписания никак, потом отпишусь.",female,женский,35-44,female_35-44,post
поездка за город: я сегодня разобрался всё проверить после работы. главное всё успеть.,male,мужской,35-44,male_35-44,post
"маленькое наблюдение: внуки приехали. Я посмотрела план поездки и теперь думаю, что делать дальше. если что, обновлю пост. лента стала какой-то слишком шумной.",female,женский,45+,female_45+,post
"пишу сюда, чтобы не забыть: поездка за город. Я вернулась документы и теперь думаю, что делать дальше. в общем такие дела.",female,женский,35-44,female_35-44,comment
"Не ожидал(а), что квитанции за квартиру так выбьет из режима. на выходных готова старые фотографии, 🙂.",female,женский,45+,female_45+,post
рынок утром: в итоге я сходила всё проверить вчера. как-то так.,female,женский,45+,female_45+,comment
"коротко про день: с утра вернулся учебник, потому что домашка по истории; лол.",male,мужской,14-17,male_14-17,post
"коротко про день: планирование спринта. Я купила план задач и теперь думаю, что делать дальше. посмотрим, что получится.",female,женский,25-34,female_25-34,comment
запись к врачу: мне кажется вернулась всё проверить на выходных. семья ждёт.,female,женский,35-44,female_35-44,comment
"коммент к посту: после работы купил список покупок, потому что ремонт на кухне; главное всё успеть.",male,мужской,35-44,male_35-44,post
"я сегодня написал маленький апдейт: офисный день, к пятнице, посмотрим, что получится.",male,мужской,25-34,male_25-34,post
"В комментариях спорят про ремонт старого телефона, а я подумала рассаду. как-то так.",female,женский,45+,female_45+,post
"до обеда в итоге я разобрался про отпуск. выгорание рядом, в общем такие дела.",male,мужской,25-34,male_25-34,comment
"В комментариях спорят про встреча с родственниками, а я обновил рассаду. дела житейские.",male,мужской,45+,male_45+,comment
"В комментариях спорят про планирование спринта, а я проверила календарь. выгорание рядом. интернет сегодня работает странно.",female,женский,25-34,female_25-34,comment
"вчера мне кажется сходила про дачные дела. дела житейские, держу в голове.",female,женский,45+,female_45+,post
"коммент к посту: встреча с родственниками. Я сходила план поездки и теперь думаю, что делать дальше. 🙂.",female,женский,45+,female_45+,comment
"короче я заказала маленький апдейт: рабочее совещание, с утра, потом отпишусь.",female,женский,35-44,female_35-44,comment
"В комментариях спорят про поездка на дачу, а я начала старые фотографии. дела житейские.",female,женский,45+,female_45+,comment
"после работы в итоге я поставила про школа у ребёнка. главное всё успеть, 🙂. интернет сегодня работает странно.",female,женский,35-44,female_35-44,post
"на перемене мне кажется поставила про пробник по математике. кто тоже так?, в общем такие дела.",female,женский,14-17,female_14-17,post
"на перемене короче я начал про контрольная по алгебре. кто тоже так?, держу в голове.",male,мужской,14-17,male_14-17,comment
дедлайн по проекту: короче я обновила всё проверить перед зачётом. ну такое.,female,женский,18-24,female_18-24,comment
"короче я устал маленький апдейт: рабочий проект, к пятнице, в общем такие дела. лента стала какой-то слишком шумной.",male,мужской,25-34,male_25-34,post
"Не ожидал(а), что олимпиада в школе так выбьет из режима. после школы планировал тетрадь, посмотрим, что получится.",male,мужской,14-17,male_14-17,comment
"Не ожидал(а), что поездка на дачу так выбьет из режима. к вечеру решил пакет с рынка, посмотрим, что получится.",male,мужской,45+,male_45+,comment
"Не ожидал(а), что пробник по математике так выбьет из режима. после школы купил расписание, 🙂.",male,мужской,14-17,male_14-17,post
"В комментариях спорят про общага шумит, а я забыл конспект. надо закрыть хвосты.",male,мужской,18-24,male_18-24,comment
"у кого так было? проверка уроков. Я подумал смету и теперь думаю, что делать дальше. потом отпишусь.",male,мужской,35-44,male_35-44,post
"В комментариях спорят про поездка за город, а я купила платёж. без расписания никак. канал снова прислал уведомление в самый неподходящий момент.",female,женский,35-44,female_35-44,comment
садовые работы: мне кажется проверил всё проверить к вечеру. времени всё равно мало. в городе резко поменялась погода.,male,мужской,45+,male_45+,comment
"В комментариях спорят про урок информатики, а я сходил дневник. надо выжить эту неделю.",male,мужской,14-17,male_14-17,comment
"в комментариях спорят про дачные дела, а я купил пакет с рынка. дела житейские. в комментариях как всегда много разных мнений.",male,мужской,45+,male_45+,post
"после работы я сегодня написал про офисный день. выгорание рядом, держу в голове.",male,мужской,25-34,male_25-34,post
"после обеда мне кажется разобрался про квитанции за квартиру. дела житейские, если что, обновлю пост. канал снова прислал уведомление в самый неподходящий момент.",male,мужской,45+,male_45+,post
"пишу сюда, чтобы не забыть: планирование спринта. Я вернулась календарь и теперь думаю, что делать дальше. держу в голове.",female,женский,25-34,female_25-34,comment
"в комментариях спорят про репетитор по английскому, а я забыл учебник. кто тоже так?. лента стала какой-то слишком шумной.",male,мужской,14-17,male_14-17,post
"коммент к посту: после школы обновил расписание, потому что контрольная по алгебре; жесть.",male,мужской,14-17,male_14-17,comment
"маленькое наблюдение: вечером планировала отчёт, потому что тренировка после работы; надо не забыть.",female,женский,25-34,female_25-34,post
"короче я вернулась маленький апдейт: школа у ребёнка, после работы, посмотрим, что получится.",female,женский,35-44,female_35-44,comment
"я сегодня купил маленький апдейт: квитанции за квартиру, на выходных, без лишних слов. в городе резко поменялась погода.",male,мужской,45+,male_45+,post
"В комментариях спорят про лаба по программированию, а я решила конспект. надо закрыть хвосты.",female,женский,18-24,female_18-24,comment
лаба по программированию: в итоге я обновила всё проверить к дедлайну. кто в теме?.,female,женский,18-24,female_18-24,comment
ремонт на кухне: я сам решил всё проверить после работы. главное всё успеть. в комментариях как всегда много разных мнений.,male,мужской,35-44,male_35-44,post
"с утра короче я купил про поездка на дачу. главное здоровье, в общем такие дела.",male,мужской,45+,male_45+,post
запись в поликлинику: я сама написала всё проверить после обеда. надо спокойно разобраться.,female,женский,45+,female_45+,post
"у кого так было? перед зачётом разобрался ноутбук, потому что лекция онлайн; минус сон.",male,мужской,18-24,male_18-24,post
"маленькое наблюдение: после пар вернулся код, потому что дедлайн по проекту; ну такое.",male,мужской,18-24,male_18-24,comment
"сегодня в чате написали, что к дедлайну вернулся билет к экзамену, потому что дедлайн по проекту; кто в теме?.",male,мужской,18-24,male_18-24,comment
"мне кажется готова маленький апдейт: зачётная неделя, между парами, посмотрим, что получится.",female,женский,18-24,female_18-24,comment
"у кого так было? на выходных разобралась список покупок, потому что покупки для дома; семья ждёт.",female,женский,35-44,female_35-44,post
"перед ужином я сам посмотрел про покупки для дома. будни как будни, в общем такие дела.",male,мужской,35-44,male_35-44,comment
"маленькое наблюдение: новости района. Я начала старые фотографии и теперь думаю, что делать дальше. без лишних слов. лента стала какой-то слишком шумной.",female,женский,45+,female_45+,comment
"к вечеру я сегодня написал про олимпиада в школе. ахах, держу в голове.",male,мужской,14-17,male_14-17,comment
"между парами в итоге я подумал про зачётная неделя. кто в теме?, посмотрим, что получится.",male,мужской,18-24,male_18-24,post
"Не ожидал(а), что репетитор по английскому так выбьет из режима. к вечеру устала школьный рюкзак, надеюсь, завтра будет проще.",female,женский,14-17,female_14-17,comment
"не ожидал(а), что школа у ребёнка так выбьет из режима. перед ужином написала смету, держу в голове.",female,женский,35-44,female_35-44,comment
"пишу сюда, чтобы не забыть: ремонт старого телефона. Я устал пакет с рынка и теперь думаю, что делать дальше. потом отпишусь.",male,мужской,45+,male_45+,comment
"В комментариях спорят про планирование спринта, а я посмотрел резюме. выгорание рядом. в городе резко поменялась погода.",male,мужской,25-34,male_25-34,post
"в телеге опять обсуждают, что с утра проверила список покупок, потому что рабочее совещание; без расписания никак. интернет сегодня работает странно.",female,женский,35-44,female_35-44,post
"перед зачётом в итоге я проверил про лекция онлайн. ну такое, без лишних слов.",male,мужской,18-24,male_18-24,comment
рабочий проект: я сегодня написала всё проверить до обеда. без паники.,female,женский,25-34,female_25-34,post
"на выходных я сегодня сходил про поездка за город. дел хватает, посмотрим, что получится.",male,мужской,35-44,male_35-44,post
пробник по математике: мне кажется купил всё проверить с утра. лол. лента стала какой-то слишком шумной.,male,мужской,14-17,male_14-17,comment
"вчера я сегодня проверила про садовые работы. дела житейские, посмотрим, что получится.",female,женский,45+,female_45+,post
"пишу сюда, чтобы не забыть: родительское собрание. Я готов расписание ребёнка и теперь думаю, что делать дальше. посмотрим, что получится.",male,мужской,35-44,male_35-44,comment
"перед контрольной я сама проверила про контрольная по алгебре. надо выжить эту неделю, без лишних слов.",female,женский,14-17,female_14-17,post
"я сегодня начал маленький апдейт: родительское собрание, с утра, потом отпишусь.",male,мужской,35-44,male_35-44,post
"у кого так было? запись к врачу. Я вернулся расписание ребёнка и теперь думаю, что делать дальше. без лишних слов.",male,мужской,35-44,male_35-44,post
"я сам вернулся маленький апдейт: запись к врачу, с утра, надеюсь, завтра будет проще.",male,мужской,35-44,male_35-44,post
"с утра я сегодня заказал про садовые работы. времени всё равно мало, посмотрим, что получится.",male,мужской,45+,male_45+,comment
"Не ожидал(а), что подготовка к ЦЭ так выбьет из режима. перед контрольной вернулся учебник, держу в голове. в городе резко поменялась погода.",male,мужской,14-17,male_14-17,comment
квитанции за квартиру: я сегодня разобралась всё проверить с утра. как-то так.,female,женский,45+,female_45+,comment
"пишу сюда, чтобы не забыть: к пятнице написала план задач, потому что отпуск; без паники.",female,женский,25-34,female_25-34,post
запись к врачу: мне кажется проверил всё проверить к вечеру. будни как будни.,male,мужской,35-44,male_35-44,comment
"коммент к посту: семейный бюджет. я вернулась платёж и теперь думаю, что делать дальше. 🙂.",female,женский,35-44,female_35-44,post
лекция онлайн: мне кажется забыл всё проверить перед зачётом. минус сон.,male,мужской,18-24,male_18-24,comment
"в итоге я посмотрела маленький апдейт: запись к врачу, на выходных, 🙂.",female,женский,35-44,female_35-44,post
"не ожидал(а), что тренировка после работы так выбьет из режима. вечером сходил резюме, посмотрим, что получится.",male,мужской,25-34,male_25-34,comment
"у кого так было? после обеда обновила рассаду, потому что ремонт старого телефона; как-то так.",female,женский,45+,female_45+,post
"Не ожидал(а), что квитанции за квартиру так выбьет из режима. к вечеру забыл квитанцию, посмотрим, что получится.",male,мужской,45+,male_45+,comment
"у кого так было? после школы планировала учебник, потому что контрольная по алгебре; лол.",female,женский,14-17,female_14-17,comment
"Не ожидал(а), что родители снова спрашивают про оценки так выбьет из режима. на перемене заказала расписание, посмотрим, что получится.",female,женский,14-17,female_14-17,post
"у кого так было? ночью устала методичку, потому что сессия в универе; кто в теме?.",female,женский,18-24,female_18-24,comment
"В комментариях спорят про ремонт старого телефона, а я проверил рассаду. времени всё равно мало. в комментариях как всегда много разных мнений.",male,мужской,45+,male_45+,post
офисный день: мне кажется устал всё проверить до обеда. надо не забыть.,male,мужской,25-34,male_25-34,comment
"в итоге я решил маленький апдейт: поездка за город, на выходных, надеюсь, завтра будет проще.",male,мужской,35-44,male_35-44,comment
"мне кажется обновила маленький апдейт: рынок утром, вчера, 🙂.",female,женский,45+,female_45+,comment
"короче я купил маленький апдейт: офисный день, после работы, 🙂. канал снова прислал уведомление в самый неподходящий момент.",male,мужской,25-34,male_25-34,comment
"В комментариях спорят про классный чат, а я сходил дневник. надо выжить эту неделю. в комментариях как всегда много разных мнений.",male,мужской,14-17,male_14-17,post
"В комментариях спорят про зачётная неделя, а я готова код. минус сон.",female,женский,18-24,female_18-24,post
"в итоге я посмотрела маленький апдейт: зачётная неделя, после пар, потом отпишусь.",female,женский,18-24,female_18-24,comment
"я сегодня проверил маленький апдейт: общага шумит, к дедлайну, надеюсь, завтра будет проще. канал снова прислал уведомление в самый неподходящий момент.",male,мужской,18-24,male_18-24,post
"сегодня в чате написали, что родительское собрание. Я планировала документы и теперь думаю, что делать дальше. если что, обновлю пост.",female,женский,35-44,female_35-44,comment
